************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:03:00
Simulation start date: 2015-11-08
Simulation end date: 2016-03-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2015 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2015-312  2015-11-08    2015  312  Sun  0     2.728   0.409   0.409   0.409   0.000   0.734   1.000   0.050   0.200   0.000   0.150   0.150   1.151   0.150   0.150   0.000   0.000   1.000   1.000  19.864   0.000   0.000   0.000   0.045   0.000   0.000  24.431   0.000  17.923  14.660   0.000   0.000   0.000   0.000   9.770   0.400   0.000   0.227   0.495   0.003
2015-313  2015-11-09    2015  313  Mon  1     3.357   0.515   0.515   0.504   0.011   0.729   1.000   0.050   0.222   0.000   0.150   0.150   1.155   0.153   0.153   0.003   0.003   1.000   1.000  19.869   0.000   0.000   0.000   0.006   0.000   0.000  27.145   0.000  19.800  14.152   0.000   0.000   0.000   0.000  10.279   0.379   0.000   0.218   0.458   0.002
2015-314  2015-11-10    2015  314  Tue  2     3.810   0.583   0.583   0.571   0.011   0.727   1.000   0.050   0.244   0.000   0.150   0.150   1.167   0.153   0.153   0.003   0.003   1.000   1.000  19.880   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.699  13.569   0.000   0.000   0.000   0.000  10.861   0.364   0.000   0.209   0.428   0.001
2015-315  2015-11-11    2015  315  Wed  3     4.735   0.720   0.720   0.710   0.010   0.721   1.000   0.050   0.267   0.000   0.150   0.150   1.177   0.152   0.152   0.002   0.002   1.000   1.000  19.890   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.492  12.849   0.000   0.000   0.000   0.000  11.582   0.356   0.000   0.202   0.400   0.000
2015-316  2015-11-12    2015  316  Thu  4     4.445   0.673   0.673   0.667   0.006   0.723   1.000   0.050   0.289   0.000   0.150   0.150   1.169   0.151   0.151   0.001   0.001   1.000   1.000  19.896   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.517  12.176   0.000   0.000   0.000   0.000  12.255   0.347   0.000   0.196   0.378   0.000
2015-317  2015-11-13    2015  317  Fri  5     4.752   0.717   0.717   0.713   0.004   0.721   1.000   0.050   0.311   0.000   0.150   0.150   1.177   0.151   0.151   0.001   0.001   1.000   1.000  19.901   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.412  11.459   0.000   0.000   0.000   0.000  12.972   0.341   0.000   0.191   0.358   0.000
2015-318  2015-11-14    2015  318  Sat  6     4.437   0.668   0.668   0.666   0.003   0.723   1.000   0.050   0.333   0.000   0.150   0.150   1.170   0.151   0.151   0.001   0.001   1.000   1.000  19.904   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.450  10.790   0.000   0.000   0.000   0.000  13.640   0.335   0.000   0.186   0.341   0.000
2015-319  2015-11-15    2015  319  Sun  7     3.977   0.598   0.598   0.596   0.002   0.726   1.000   0.050   0.356   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.905   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.535  10.192   0.000   0.000   0.000   0.000  14.238   0.328   0.000   0.183   0.327   0.000
2015-320  2015-11-16    2015  320  Mon  8     4.570   0.687   0.687   0.686   0.001   0.723   1.000   0.050   0.378   0.000   0.150   0.150   1.171   0.150   0.150   0.000   0.000   1.000   1.000  19.907   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.342   9.505   0.000   0.000   0.000   0.000  14.925   0.323   0.000   0.179   0.314   0.000
2015-321  2015-11-17    2015  321  Tue  9     4.439   0.667   0.667   0.666   0.001   0.723   1.000   0.050   0.400   0.000   0.150   0.150   1.184   0.150   0.150   0.000   0.000   1.000   1.000  19.907   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.343   8.839   0.000   0.000   0.000   0.000  15.592   0.319   0.000   0.176   0.303   0.000
